state_fips,Code,region,division,county_name,state_name,pop1970,pop1971,pop1972,pop1973,pop1974,pop1975,pop1976,pop1977,pop1978,pop1979,pop1980,pop1981,pop1982,pop1983,pop1984,pop1985,pop1986,pop1987,pop1988,pop1989,pop1999,pop1998,pop1997,pop1996,pop1995,pop1994,pop1993,pop1992,pop1991,pop1990,pop2000,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006
0,350700,0,0,United States,United States,203302037,206826000,209283000,211356000,213341000,215464000,217562000,219759000,222095000,224567000,226542250,229465744,231664432,233792014,235824908,237923734,240132831,242288936,244499004,246819222,272690813,270248003,267783607,265228572,262803276,260327021,257782608,255029699,252153092,249464396,281421906,285226284,288125973,290796023,293638158,296507061,299398484
1,350300,3,6,Alabama,Alabama,3444354,3497000,3540000,3581000,3628000,3680000,3737000,3783000,3834000,3869000,3894025,3918533,3925263,3934100,3951824,3972520,3991569,4015262,4023842,4030219,4369862,4351037,4320281,4290403,4262731,4232965,4193114,4139269,4091025,4048508,4447100,4466618,4477571,4495089,4517442,4548327,4599030
1,350800,3,6,Autauga County,Alabama,24460,25500,27200,28500,29300,29700,29900,30500,30900,32100,32259,31985,32036,32054,32134,32245,32893,33268,33636,33996,43140,42193,41293,40251,39154,38218,36976,36002,35018,34356,43671,44714,45536,46250,47376,48454,49730
1,350500,3,6,Baldwin County,Alabama,59382,60100,62400,64200,66100,67900,70200,72400,74500,76600,78556,80287,82331,83978,86752,89401,91311,93214,94649,96198,135820,132857,128770,124261,119962,115834,110873,106228,102229,98921,140415,145013,148184,151714,156902,162749,169162
1,350200,3,6,Barbour County,Alabama,22543,23100,22900,23500,23400,24900,25600,24700,24500,24400,24756,24748,24777,24798,24952,25002,24941,25102,25230,25336,26726,26936,26747,26866,26665,26788,26637,26435,26227,25452,29038,28963,28925,28723,28445,28291,28171
1,350600,3,6,Bibb County,Alabama,13812,13900,14100,14700,14400,14800,14800,15300,15400,15600,15723,15836,16020,15999,16089,16157,15918,16165,16136,16360,19601,18987,18639,18256,17988,17643,17447,17191,16956,16675,20826,21051,21031,21152,21254,21454,21482
1,350100,3,6,Blount County,Alabama,26853,27800,29300,30400,31500,32200,33000,34200,34800,36000,36459,36641,36355,36428,36790,37417,37995,38017,38250,38771,47411,46292,44897,43544,42586,41363,40992,40230,39868,39410,51024,52186,53077,54126,54939,55572,56436
1,350900,3,6,Bullock County,Alabama,11824,11400,11400,11300,11100,11100,11100,11000,11000,10800,10596,10679,10639,10686,10824,10777,10459,10891,11184,11170,11343,11325,11310,11307,11209,11191,11085,11032,11139,11022,11714,11409,11309,11284,11163,11011,10906
1,350400,3,6,Butler County,Alabama,22007,21800,21500,21200,21200,21200,21400,20900,20900,21200,21680,22186,22399,22384,22443,22427,22340,22405,22207,22035,21522,21658,21769,21801,21773,21811,21781,21772,21742,21884,21399,21142,20765,20704,20625,20642,20520
1,710000,3,6,Calhoun County,Alabama,103092,103600,103800,105000,105900,107000,112800,112800,116500,116700,119761,120814,122109,121249,121739,118644,117700,118092,117260,116381,116541,117083,117132,116577,116687,116078,116250,115749,115218,116115,112249,111178,111333,111826,111876,112242,112903
1,520400,3,6,Chambers County,Alabama,36356,36300,36100,37000,37500,37500,37900,38400,38700,39300,39191,39382,39336,39258,39073,38614,37982,37753,37385,37208,36369,36706,36640,36857,37133,37032,36997,37025,36902,36882,36583,36386,36107,35719,35476,35373,35176
1,520300,3,6,Cherokee County,Alabama,15606,16500,16900,17200,17700,18100,18600,18400,18600,18600,18760,19310,19525,19136,18989,18890,18985,19229,19517,19467,21894,21827,21601,21281,20958,20497,20174,19814,19676,19603,23988,24150,24309,24380,24452,24592,24863
1,520100,3,6,Chilton County,Alabama,25180,25600,26400,27200,27900,28600,29100,29300,29900,30500,30612,30702,30361,30734,31080,31560,31924,31994,32310,32365,37604,36926,36310,35631,34849,34195,33661,33220,33045,32520,39593,40034,40477,40928,41301,41648,41953
1,522600,3,6,Choctaw County,Alabama,16589,16500,16700,17000,16800,17200,17400,17300,16900,16900,16839,16672,16367,16594,16618,16710,16727,16557,16477,16166,15518,15829,15883,15989,15991,16050,16102,16118,15996,15984,15922,15717,15446,15295,15080,14727,14656
1,522300,3,6,Clarke County,Alabama,26724,25900,26300,26500,26900,27400,27900,28200,28400,27600,27702,28128,27946,27864,27637,27419,27363,27527,27271,27164,28756,28531,28606,28077,27938,28037,27827,27727,27503,27311,27867,27748,27489,27376,27265,27082,27248
1,522700,3,6,Clay County,Alabama,12636,12900,13200,13000,13100,13200,13400,13300,13700,13900,13703,13864,13765,13759,13667,13700,13509,13331,13266,13172,14012,13966,13841,13633,13507,13486,13467,13386,13292,13281,14254,14251,14216,14170,14034,13920,13829
1,520500,3,6,Cleburne County,Alabama,10996,11200,11400,11700,11800,12000,12100,12100,12200,12600,12595,12799,12876,12727,12630,12659,12555,12731,12745,12754,14456,14283,14090,13521,13301,13207,13162,12941,12733,12733,14123,14300,14544,14591,14486,14521,14700
1,520200,3,6,Coffee County,Alabama,34872,36400,36200,35600,35500,36500,37000,37400,37500,37800,38533,39694,39836,40248,40241,40386,40636,40394,40699,40408,42128,42222,42041,42124,42332,41986,41400,41125,40393,40256,43615,43589,43965,44425,44973,45448,46027
1,520600,3,6,Colbert County,Alabama,49632,50400,50700,51300,50800,52100,52100,53100,53300,54100,54519,54724,54069,53505,52995,52858,52481,51905,51502,51382,52552,52924,53094,52630,52421,52421,52572,52279,52253,51816,54984,54912,54703,54522,54636,54597,54766
1,640100,3,6,Conecuh County,Alabama,15645,15800,15800,15700,15500,15800,15500,15400,15800,15900,15884,15630,15526,15308,15140,15029,15006,14767,14443,14225,13728,13863,14032,14176,14086,14133,14110,14133,14275,14032,14089,13918,13721,13524,13361,13227,13403
1,640400,3,6,Coosa County,Alabama,10662,10700,10900,11400,11500,11500,11200,11500,11700,11600,11377,11447,11330,11257,11238,11033,11129,11185,11073,11073,11712,11637,11585,11551,11694,11588,11290,11071,11110,11060,12202,11819,11594,11526,11286,11133,11044
1,640200,3,6,Covington County,Alabama,34079,34600,35000,35300,36100,36200,36200,36300,36500,37100,36850,36939,36777,36861,36992,37152,36795,36740,36599,36532,37587,37461,37432,37414,37257,36922,37069,36848,36563,36509,37631,37114,36956,36875,36769,36969,37234
1,640500,3,6,Crenshaw County,Alabama,13188,13400,13500,13900,14000,13900,13900,13900,13900,14100,14110,14145,13998,13945,13896,13899,13860,13864,13830,13784,13619,13626,13694,13580,13586,13478,13557,13511,13551,13598,13665,13712,13592,13620,13622,13598,13719
1,640300,3,6,Cullman County,Alabama,52445,54300,55800,57200,57700,58100,59700,60400,61100,61500,61642,62040,62382,63084,64390,65039,65823,66387,66617,67042,75661,74944,74086,73409,72287,71451,70430,69592,68569,67791,77483,77717,77944,78399,79068,79747,80187
1,440500,3,6,Dale County,Alabama,52995,54500,49500,43900,44400,46100,44900,44700,46700,46400,47821,48621,48500,48729,48381,48458,49257,49587,50646,49985,49127,48916,49101,49453,50229,50362,49663,49793,49809,49599,49129,49147,49231,49222,48914,48489,48392
1,440600,3,6,Dallas County,Alabama,55296,55900,57100,57300,58300,58400,58200,58200,54700,54500,53981,53762,53947,53447,53331,52881,52083,50766,49669,48931,46669,46803,47109,47350,47709,47806,47996,47934,47848,48013,46365,46013,45254,44903,44517,44178,43945
1,441500,3,6,DeKalb County,Alabama,41981,43700,44800,46700,47900,50000,51200,52000,53100,53500,53658,54271,53798,53906,54148,53922,53642,53927,54164,54460,58948,58274,57653,57374,57285,57533,56484,55845,55342,54763,64452,65676,65715,66331,66912,67365,68014
1,442000,3,6,Elmore County,Alabama,33661,33900,35400,36500,38000,39700,39700,40500,41400,43000,43390,43731,44343,44515,44983,45570,46080,47566,48115,48629,63488,61985,60340,58573,57073,55475,54049,52383,50661,49470,65874,67628,68984,70430,71717,73746,75688
1,440400,3,6,Escambia County,Alabama,34912,35200,36500,36900,37100,38300,37600,37500,37600,37900,38440,37560,37474,37404,37494,37346,37383,37129,36315,35733,36671,36732,36622,36388,36231,36280,36126,35937,35576,35485,38440,38522,38484,38201,38175,37913,37849
1,440300,3,6,Etowah County,Alabama,94144,94900,95800,96100,96600,97900,99000,100200,101700,102900,103057,103143,102524,102707,102307,102291,101664,101314,100728,100327,103472,103923,103758,102757,102082,102019,101150,100832,100295,99799,103459,102941,102891,102878,102928,102920,103362
1,440100,3,6,Fayette County,Alabama,16252,16100,16400,16500,17100,17400,17400,17500,17800,18300,18809,18975,19181,18996,19161,19149,18967,18611,18187,17978,18103,18096,18110,18061,18006,18039,18025,18092,18111,17996,18495,18406,18305,18262,18156,18200,18005
1,440900,3,6,Franklin County,Alabama,23933,24600,25500,26000,26800,26800,27200,27700,27900,28800,28350,28191,28255,28358,28730,28698,28534,28358,28297,28004,29716,29684,29606,29402,29192,28923,28661,28364,27953,27769,31223,31169,30832,30793,30652,30727,30847
1,440800,3,6,Geneva County,Alabama,21924,22200,22800,22700,22700,23200,23200,23400,23600,23900,24253,23902,23769,23702,23905,24023,23907,23809,23626,23432,24968,24875,24845,24753,24655,24500,24291,24071,24108,23719,25764,25536,25475,25501,25558,25638,25868
1,440200,3,6,Greene County,Alabama,10650,10300,10200,10600,10600,10700,11000,10800,11000,10800,11021,11082,11007,11088,10947,10795,10577,10370,10331,10208,9756,9843,9931,9971,9938,10018,10125,10206,10222,10164,9974,9952,9909,9829,9676,9663,9374
1,445100,3,6,Hale County,Alabama,15888,15600,15800,15900,15600,15700,15700,15800,15700,15900,15604,15570,15417,15321,15303,15028,15053,15102,15292,15390,16870,16750,16442,16358,16202,16064,15978,15912,15719,15529,17185,18295,18188,18221,18109,18200,18236
1,441200,3,6,Henry County,Alabama,13254,13500,13500,13700,14100,14300,14600,14700,14900,15000,15302,15436,15219,15147,15198,15260,15087,15155,15174,15317,15787,15798,15699,15570,15685,15743,15676,15583,15640,15417,16310,16304,16333,16405,16505,16565,16706
1,441400,3,6,Houston County,Alabama,56574,58500,61600,64000,68500,70600,71900,72800,74300,74700,74632,76238,77072,77125,77398,78035,78634,80016,80502,80706,86116,85613,85133,84699,83835,83427,83957,83254,82358,81611,88787,89502,90019,91382,92684,93964,95660
1,441700,3,6,Jackson County,Alabama,39202,40700,42200,43100,45200,47000,48100,49700,51000,51600,51407,51381,51292,50575,50179,49505,48666,48568,48423,47793,51535,51339,50704,50654,49936,49422,49290,48823,48366,47902,53926,54052,53892,53839,53671,53483,53745
1,445300,3,6,Jefferson County,Alabama,644991,649800,647100,650600,648800,655300,661300,663600,667400,671700,671371,667790,662404,660835,659571,658988,657905,657665,655628,653400,657422,660039,660202,662376,663092,662990,661267,659355,656128,652109,662047,660996,658990,658213,657276,656014,656700
1,441800,3,6,Lamar County,Alabama,14335,14700,15500,15400,15800,16000,16100,16100,16100,16200,16453,16423,16485,16358,16329,16529,16512,16324,16060,15843,16034,16012,15957,15888,15874,15871,15862,15687,15736,15706,15904,15615,15392,15157,14995,14867,14548
1,441600,3,6,Lauderdale County,Alabama,68111,70200,70900,72300,73400,74300,75800,77100,78500,80500,80546,81380,81070,80545,80493,80492,80172,79934,79630,79380,84327,84206,83909,83973,83438,82871,82484,81580,80755,79881,87966,87464,87032,86995,87356,87444,87891
1,441300,3,6,Lawrence County,Alabama,27281,27400,28400,28000,28700,28600,29200,29600,30100,30300,30170,30238,30588,30670,31101,31146,30987,31005,31103,31391,33795,33447,33278,33079,32764,32368,32457,32160,32083,31586,34803,34858,34693,34493,34391,34496,34312
1,445200,3,6,Lee County,Alabama,61268,61900,62200,64600,68800,69400,70000,71900,74100,76000,76283,77777,79001,79121,80289,81176,82776,82681,84601,85851,102164,100481,98438,95402,93802,91656,90952,89290,88243,87488,115092,116419,117500,118873,120326,123122,125781
1,440700,3,6,Limestone County,Alabama,41699,42000,43300,43500,43500,44000,44400,44500,44900,45000,46005,45842,46429,47273,47697,49354,50115,51307,52445,53810,63037,62247,61135,59998,59178,58583,57940,56753,55453,54320,65676,66923,67501,68091,69161,70448,72446
1,441900,3,6,Lowndes County,Alabama,12897,13300,13700,13800,13800,13400,13500,13800,13900,13300,13253,13100,12811,12719,12747,12720,12689,12745,12542,12728,13029,12984,12876,12838,12950,12753,12756,12682,12669,12661,13473,13425,13478,13329,13082,12954,12759
1,500100,3,6,Macon County,Alabama,24841,25300,25600,25500,25700,26200,26700,27100,27000,26600,26829,26571,26403,25989,25510,25379,25321,25603,25360,25213,22993,23207,23074,23533,23586,23980,24414,24655,24486,24882,24105,24022,23651,23402,23031,22684,22594
1,500200,3,6,Madison County,Alabama,186540,188600,189100,189800,188300,188200,190200,192500,193200,194900,196966,199929,202737,206594,210710,215234,220122,225390,231324,235778,280381,278008,272382,270331,268728,268929,264433,255250,247060,240142,276700,281210,285704,289702,293395,298193,304307
1,120100,3,6,Marengo County,Alabama,23819,23400,24300,24200,24300,24600,25200,25400,25400,25300,25047,24693,24666,24587,24385,24235,23922,23818,23616,23428,23158,23375,23508,23440,23499,23492,23449,23251,23120,23021,22539,22302,22357,22126,21949,21824,21842
1,120200,3,6,Marion County,Alabama,23788,25400,26300,27200,28100,28500,28600,29100,29500,29800,30041,30339,30586,31115,30784,30809,30252,30322,30040,29957,30464,30857,30914,30882,30483,30145,29945,29706,29579,29826,31214,30679,30383,30184,30113,30027,30165
1,513400,3,6,Marshall County,Alabama,54211,55900,57000,58000,59200,61100,62100,63500,65000,65000,65622,66400,66869,67323,68265,69389,69746,70375,70656,70563,80524,80192,79951,79322,78125,76674,75053,73268,71799,71020,82231,82374,83330,84053,84767,85729,87185
1,511300,3,6,Mobile County,Alabama,317308,323300,324300,324500,329400,335200,344900,353100,360100,361700,364980,370432,374782,376842,376211,378847,381729,383696,381501,378869,399652,398886,398229,396444,395863,395838,393816,388122,382982,379163,399843,400276,399131,398891,398945,399851,404157
1,511100,3,6,Monroe County,Alabama,20883,21100,20600,20700,20700,20900,21200,21400,22000,22500,22651,22658,22628,22498,22861,22815,22877,23042,23169,23370,23960,24005,24147,24391,24455,24393,24259,24010,23863,24123,24324,24057,23949,23726,23625,23545,23342
1,510600,3,6,Montgomery County,Alabama,167790,169900,176100,179300,182900,183200,187000,188100,190600,193400,197038,199562,200094,200456,202530,203886,206257,207792,208436,209650,215813,217392,217715,217605,217638,217324,215979,213905,211685,209344,223510,222630,222616,221686,221010,220778,223571
1,510700,3,6,Morgan County,Alabama,77306,80300,81300,82400,84200,85500,86500,87500,89200,90500,90231,90113,90503,91258,92421,93930,95545,97141,97914,98771,109665,109218,108377,107397,106708,105835,104978,103394,101904,100489,111064,111646,111708,112712,112857,113768,115237
1,510100,3,6,Perry County,Alabama,15388,15400,15200,14900,15200,14500,14400,14500,15000,14800,15012,14875,14743,14874,14695,14495,14081,13950,13540,13066,12610,12682,12605,12605,12778,12575,12479,12369,12443,12706,11861,11757,11694,11631,11462,11308,11186
1,511400,3,6,Pickens County,Alabama,20326,20400,20900,21300,21500,21500,21500,21600,21900,21800,21481,21788,21697,21740,21691,21732,21605,21296,21003,20896,21028,21019,20946,20982,20890,20902,20982,20930,20741,20682,20949,20858,20808,20468,20278,20135,20133
1,511800,3,6,Pike County,Alabama,25038,25100,24600,25100,25500,26300,26400,26300,26700,27400,28050,28503,27959,27844,27487,27841,27906,27797,27725,27648,28469,28648,28540,28359,28558,28748,28346,28139,27989,27635,29605,29536,29124,29068,29337,29493,29620
1,512000,3,6,Randolph County,Alabama,18331,18600,18300,19000,19200,19300,19600,19600,19900,19900,20075,20195,20245,19960,20063,19776,19673,19576,19808,19888,20263,20025,19962,20209,20184,20239,20309,20253,20037,19942,22380,22528,22499,22333,22512,22576,22673
1,513200,3,6,Russell County,Alabama,45394,45600,45500,46300,45800,47400,47900,48200,47700,47800,47356,46853,46662,46054,46469,46660,47352,47509,47316,46604,50071,50368,50737,51602,51376,51494,49948,48978,47690,46964,49756,49447,49216,48844,49075,49371,50085
1,511700,3,6,St. Clair County,Alabama,27956,29500,31300,32200,33700,34800,36100,38000,39300,40500,41205,41729,42119,42494,44177,45351,46034,47502,48042,49164,63852,62018,60648,59380,57812,56018,54525,52896,51376,50089,64742,66254,67369,68447,70175,72177,75232
1,513300,3,6,Shelby County,Alabama,38037,40100,42700,46200,49800,51700,54600,60200,63500,64500,66298,69275,70960,72847,75959,79601,83214,88469,92527,96496,146392,140853,135805,130157,125322,119989,113605,107547,103375,100130,143293,149201,153804,159393,165388,171373,178182
1,511000,3,6,Sumter County,Alabama,16974,15800,16500,16700,16500,16900,17200,17200,17300,16900,16908,17057,17003,16979,17131,17122,17073,16914,16565,16294,15615,15765,15901,16164,16222,16303,16047,16118,16231,16166,14798,14577,14233,14146,14031,13761,13606
1,511900,3,6,Talladega County,Alabama,65280,64800,65000,66600,68200,69000,70300,71700,72500,73500,73826,74336,74734,75511,75170,75278,75381,74738,74396,74228,77521,77025,76648,76418,76064,75735,75453,74917,74446,74119,80321,80288,80235,79859,79946,80109,80271
1,510500,3,6,Tallapoosa County,Alabama,33840,33800,34900,35800,36500,37000,37700,37000,38700,39200,38766,38735,38429,38482,38462,38602,38555,38736,38769,38748,40329,40360,40287,40077,39519,39571,39475,39338,39211,38891,41475,41392,40963,40741,40686,40718,41010
1,510400,3,6,Tuscaloosa County,Alabama,116029,119600,122200,123800,126200,127100,129300,131000,134200,135600,137541,138741,137532,138086,138930,141252,143703,146083,147451,148984,161435,160761,159878,158511,158702,155892,154519,153188,153113,151015,164875,165344,165373,165783,166782,168396,171159
1,510900,3,6,Walker County,Alabama,56246,58700,61800,62800,64100,65800,66700,68000,68900,69100,68660,68254,67978,67725,67733,67852,68513,68659,68149,67860,71318,71006,70677,70177,69462,68921,68670,68318,68016,67652,70713,70764,70535,70020,69802,69980,70034
1,510800,3,6,Washington County,Alabama,16241,16500,16400,16400,16500,16900,16600,16700,17100,16800,16821,17581,17568,17496,17188,17060,16942,17070,16965,16767,17742,17663,17585,17425,17263,17070,17054,16814,16777,16694,18097,17930,17901,17876,17768,17726,17651
1,510300,3,6,Wilcox County,Alabama,16303,16200,15800,15200,14500,14800,14800,14600,14500,14400,14755,14873,15054,15148,14861,14783,14629,14489,14066,13828,13414,13451,13455,13604,13641,13681,13705,13686,13760,13510,13183,12959,13019,12958,12880,12908,12911
1,511600,3,6,Winston County,Alabama,16654,17700,19100,20000,20100,20400,21000,21500,21700,22200,21953,21976,21966,21801,22130,22207,22115,21838,21740,21864,24459,24130,23970,23735,23333,23105,22623,22252,22009,22105,24843,24721,24648,24563,24478,24504,24634
4,511500,4,8,Arizona,Arizona,1775399,1896000,2009000,2125000,2224000,2286000,2348000,2427000,2518000,2639000,2716546,2810108,2889860,2968924,3067134,3183539,3308261,3437103,3535183,3622184,4778332,4667277,4552207,4432308,4306908,4147561,3993390,3867333,3762394,3679056,5130632,5300366,5445333,5582252,5745674,5953007,6166318
4,410200,4,8,Apache County,Arizona,32304,35500,37000,39500,40300,42900,44300,48500,50700,52100,52108,51204,52152,53082,52996,53465,55749,58197,59542,60827,68562,68734,69450,68631,67547,65508,64054,62729,62471,61906,69423,67795,67586,68438,68884,69600,71118
4,411300,4,8,Cochise County,Arizona,61918,67100,70900,74600,76200,76900,78900,80700,83200,86300,85686,88036,88373,88872,90937,91192,94093,96690,96316,97551,112754,112404,111652,110134,110167,107505,103085,100568,98579,97829,117755,118776,120037,121641,123767,126153,127757
4,411700,4,8,Coconino County,Arizona,48326,53300,58200,61700,64800,69800,66400,68900,70800,73400,75008,77794,79156,81118,83640,84431,87575,90380,93355,95194,114498,114087,113719,112054,110426,108256,105244,102279,99525,97080,116320,117556,119879,120964,122555,123826,124953
4,410100,4,8,Gila County,Arizona,29255,31000,31200,32300,33000,32500,33900,34300,35600,36500,37080,38018,38924,38655,37592,37319,38175,38627,39104,39592,49051,48839,48215,47234,46086,44630,43441,42228,41120,40386,51335,51327,51521,51301,51267,51528,52209
4,410300,4,8,Graham County,Arizona,16578,17500,17600,18700,20000,19700,20900,21000,20700,21300,22862,23133,23830,23943,24536,24574,24415,25204,25612,26213,31998,31711,31255,30697,29933,29139,28578,27712,27194,26584,33489,33518,33212,32969,32834,33089,33660
4,410900,4,8,Greenlee County,Arizona,10330,11200,11200,11600,12400,12200,11900,11900,12100,12200,11406,11478,11747,10694,10204,9052,8407,8273,8105,7839,9018,9323,9418,9321,9155,8990,8889,8667,8320,8039,8547,8400,7850,7547,7488,7499,7738
4,410800,4,8,La Paz County,Arizona,8070,8800,9100,9300,9700,9400,10400,10800,10900,11300,12557,12513,12692,13034,13831,13650,13405,13513,13362,13807,14867,14830,14757,14590,14185,14023,13794,13731,13791,13863,19715,19607,19505,19668,19896,20225,20256
4,411000,4,8,Maricopa County,Arizona,971228,1026400,1087200,1156700,1217400,1253900,1280000,1329800,1388900,1456800,1509175,1566036,1611847,1663973,1736952,1828748,1905504,1991400,2048441,2101787,2861395,2783779,2698459,2614093,2526113,2419394,2318774,2244827,2183182,2129352,3072149,3198064,3296739,3389229,3498347,3638481,3768123
4,410700,4,8,Mohave County,Arizona,25857,28700,31100,34000,36600,39400,42500,43300,46000,51800,55865,58607,62539,64005,67364,70769,75366,77314,82381,87040,134222,130647,128331,125838,121726,116320,110916,105497,100615,95190,155032,159999,165710,171975,179443,186617,193035
4,411200,4,8,Navajo County,Arizona,47559,51200,52400,53600,56500,58800,61000,60800,63000,66400,67629,66833,66910,68893,68693,70714,72600,73793,74609,76579,98327,96838,94705,92155,89665,86379,84351,80820,78959,77972,97470,98996,102092,104248,106334,108494,111399
4,419000,4,8,Pima County,Arizona,351667,380300,407500,428600,443700,459700,471600,483500,497700,523300,531443,552627,568004,582172,592087,602647,621586,640419,656727,664200,803618,790333,778684,766853,754262,734155,711392,692538,676729,668242,843746,861437,877509,889949,905848,925000,946362
4,411600,4,8,Pinal County,Arizona,68579,73800,76800,80900,84500,83800,86400,87100,87600,89500,90918,92952,96802,97846,100505,103230,107816,111171,114206,115743,152301,146947,142936,139456,135211,130113,125896,122144,118829,116453,179727,188560,198130,209361,221895,240044,271059
4,411500,4,8,Santa Cruz County,Arizona,13966,14800,15700,16500,17400,17100,17900,18300,18600,19700,20459,20673,21689,21841,22791,23534,24040,25627,26866,28781,39150,38155,37223,36187,35824,34982,33723,32323,31085,29885,38381,39072,39660,40111,40831,42012,43080
4,410400,4,8,Yavapai County,Arizona,37005,40400,44900,48000,50200,50200,55700,59700,62400,65800,68145,70883,74009,76769,79633,82642,89025,93811,99493,103651,152957,148748,144333,140078,134801,128078,122299,116547,112114,108619,167517,173726,179095,184346,190685,198841,208014
4,410500,4,8,Yuma County,Arizona,52757,56100,58000,59400,61700,60000,66100,68700,69700,72200,76205,79321,81186,84027,85373,87572,90505,92684,97064,103380,135614,131902,129070,124987,121807,120089,118954,114723,109881,107656,160026,163533,166808,170505,175600,181598,187555
5,410600,3,7,Arkansas,Arkansas,1923322,1972000,2018000,2058000,2100000,2158000,2169000,2207000,2241000,2269000,2286358,2293204,2294254,2305766,2319767,2327046,2331988,2342357,2342655,2346354,2551373,2538202,2524007,2504858,2480121,2450605,2423743,2394098,2370666,2354343,2673400,2691665,2706198,2723645,2746823,2775708,2810872
5,411100,3,7,Arkansas County,Arkansas,23347,23300,23200,23600,23700,23900,24200,23900,24400,24100,24175,24203,24114,23835,23398,23012,22573,22174,21847,21705,20717,20657,20753,20930,20954,21059,21201,21398,21492,21659,20749,20566,20356,20071,20078,20043,19884
5,411400,3,7,Ashley County,Arkansas,24976,25400,25600,25500,25500,25800,26200,26600,26900,26700,26538,26829,26273,25971,26045,26088,25401,25176,24930,24582,24287,24337,24323,24366,24429,24523,24620,24545,24436,24283,24209,23862,23843,23641,23420,23083,22843
5,341100,3,7,Baxter County,Arkansas,15319,16600,18200,19900,21300,22700,24500,26100,26500,27100,27409,27716,28024,28729,29435,29586,30097,30643,30906,30927,36664,36319,36182,35929,35466,34453,33398,32443,31711,31285,38386,38428,38754,39084,39776,40394,41307
5,341200,3,7,Benton County,Arkansas,50476,53400,57200,59600,62300,63200,66700,70700,73500,76500,78115,79240,80220,81850,84046,85837,87747,90922,93096,94972,138424,133875,130254,126214,121155,115574,110830,105672,101601,98337,153406,159499,165455,172399,179944,187381,196045
5,340700,3,7,Boone County,Arkansas,19073,19300,20200,21000,21600,22800,23000,23700,24300,25400,26067,26271,26456,26915,27373,27563,27701,27891,28123,28269,31846,31797,31709,31571,31145,30613,29868,29188,28600,28329,33948,34365,34641,34717,35130,35764,36405
5,340100,3,7,Bradley County,Arkansas,12778,13100,13300,13300,13200,13300,13700,13800,14000,14000,13803,13583,13388,13184,13081,12882,12595,12287,12119,12012,11409,11408,11469,11558,11617,11623,11711,11632,11716,11779,12600,12512,12456,12409,12306,12195,12111
5,340200,3,7,Calhoun County,Arkansas,5573,5500,5500,5600,5700,5900,5700,5700,5800,6000,6079,6041,6113,6081,6088,6067,6012,6047,5962,5885,5657,5684,5699,5688,5780,5767,5787,5742,5793,5819,5744,5632,5662,5588,5529,5559,5558
5,341300,3,7,Carroll County,Arkansas,12301,12600,13300,13800,14400,14600,15000,15200,15500,15600,16203,16309,16411,16969,17237,17531,17858,18155,18297,18376,22516,22438,22391,22359,21884,21363,20297,19463,19076,18716,25357,25748,26064,26453,26511,26983,27339
5,341500,3,7,Chicot County,Arkansas,18164,17800,17200,18000,18200,18000,18000,17800,17900,18000,17793,17864,18032,17929,17688,17256,16929,16618,16319,15985,14858,15021,15218,15259,15478,15721,15831,15911,15688,15646,14117,13833,13555,13401,13172,13027,12915
5,341000,3,7,Clark County,Arkansas,21537,21900,21600,22200,21700,23000,22800,23100,23100,23600,23326,23232,22997,23133,22911,22814,22653,22132,21941,21645,21403,21586,22176,21998,22057,22103,21804,21427,21363,21389,23546,23603,23429,23110,23008,22906,22913
5,340300,3,7,Clay County,Arkansas,18771,19700,20100,20200,20200,20600,21200,21000,20900,21200,20616,20213,20078,19962,19746,19333,18979,18800,18582,18320,17025,17122,17379,17522,17507,17653,17762,17914,17997,18081,17609,17342,17050,16892,16716,16598,16497
5,340400,3,7,Cleburne County,Arkansas,10349,11100,11900,12800,13500,14700,14900,15800,16200,16700,16909,16910,17315,17753,18308,18486,18569,18852,18954,19151,23296,22890,22548,22253,21790,21334,20955,20262,19912,19510,24046,24212,24422,24708,25032,25324,25485
5,341800,3,7,Cleveland County,Arkansas,6605,6400,7300,7000,7200,7200,7200,7300,7500,7700,7868,7947,7884,7968,7899,7867,7975,7926,7930,7881,8558,8421,8337,8268,8143,8028,7949,7847,7798,7764,8571,8624,8620,8689,8773,8896,8858
5,340800,3,7,Columbia County,Arkansas,25952,26900,26300,25800,25900,26000,25800,26100,26400,26300,26644,26792,26974,27019,26961,26717,26320,26215,26133,25957,24686,25109,25252,25278,25474,25442,25534,25666,25756,25669,25603,25307,25212,24787,24790,24525,24440
5,340500,3,7,Conway County,Arkansas,16805,17000,17200,17600,18100,18400,19000,19000,19100,19400,19505,19335,19249,19391,19636,19441,19355,19314,19223,19129,19856,19828,19953,19736,19737,19438,19211,19211,19203,19160,20336,20421,20453,20495,20532,20646,20694
5,341600,3,7,Craighead County,Arkansas,52068,55300,56400,57500,58000,58700,60600,61600,62700,63300,63239,63428,63046,63020,63674,64068,64298,65621,66788,67845,77668,77199,76247,75202,74027,72748,72081,70685,69409,69282,82148,83012,83708,84567,85735,86632,88244
5,341700,3,7,Crawford County,Arkansas,25677,27200,28400,28700,30000,30800,32300,34500,35600,36400,36892,37069,37152,37656,38435,39028,39901,40475,41259,42005,51409,50267,49469,48828,47908,46414,45461,44287,43543,42741,53247,54178,55001,55570,56561,57457,58785
